#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCB11	OTC	9606.ENSP00000497931	9606.ENSP00000039007	0	0	0	0	0.256	0	0	0.129	0.325
ABCB11	ADH1A	9606.ENSP00000497931	9606.ENSP00000209668	0	0	0	0	0.178	0.132	0	0.106	0.306
ABCB11	SULT2A1	9606.ENSP00000497931	9606.ENSP00000222002	0	0	0	0	0.142	0	0	0.634	0.673
ABCB11	CYP3A5	9606.ENSP00000497931	9606.ENSP00000222982	0	0	0	0	0.093	0.050	0	0.342	0.384
ABCB11	CYP26A1	9606.ENSP00000497931	9606.ENSP00000224356	0	0	0	0	0.082	0.050	0	0.139	0.184
ABCB11	SULT1E1	9606.ENSP00000497931	9606.ENSP00000226444	0	0	0	0	0.094	0	0	0.183	0.228
ABCB11	TPI1	9606.ENSP00000497931	9606.ENSP00000229270	0.053	0	0	0	0.104	0.059	0	0.080	0.167
ABCB11	AGXT2	9606.ENSP00000497931	9606.ENSP00000231420	0	0	0	0	0.148	0	0	0.098	0.198
ABCB11	EHHADH	9606.ENSP00000497931	9606.ENSP00000231887	0	0	0	0	0.105	0.070	0	0.179	0.258
ABCB11	ACADL	9606.ENSP00000497931	9606.ENSP00000233710	0	0	0	0	0.090	0.071	0.179	0.145	0.327
ABCB11	OPRD1	9606.ENSP00000497931	9606.ENSP00000234961	0	0	0	0	0.074	0	0	0.161	0.189
ABCB11	CAT	9606.ENSP00000497931	9606.ENSP00000241052	0	0	0	0	0.063	0.053	0	0.131	0.161
ABCB11	GSTM2	9606.ENSP00000497931	9606.ENSP00000241337	0	0	0	0	0.067	0	0	0.260	0.280
ABCB11	AKR1D1	9606.ENSP00000497931	9606.ENSP00000242375	0	0	0	0	0.122	0	0	0.650	0.680
ABCB11	GOT2	9606.ENSP00000497931	9606.ENSP00000245206	0	0	0	0	0	0.078	0	0.280	0.308
ABCB11	UGT2A3	9606.ENSP00000497931	9606.ENSP00000251566	0	0	0	0	0.116	0	0	0.375	0.424
ABCB11	ACSS2	9606.ENSP00000497931	9606.ENSP00000253382	0	0	0	0	0.058	0	0	0.136	0.151
ABCB11	FMO5	9606.ENSP00000497931	9606.ENSP00000254090	0	0	0	0	0.073	0	0	0.181	0.209
ABCB11	GSTM5	9606.ENSP00000497931	9606.ENSP00000256593	0	0	0	0	0.067	0	0	0.231	0.252
ABCB11	CYP2C9	9606.ENSP00000497931	9606.ENSP00000260682	0	0	0	0	0.093	0.069	0	0.493	0.534
ABCB11	C6	9606.ENSP00000497931	9606.ENSP00000263413	0	0	0	0	0.207	0	0	0	0.207
ABCB11	UGT2B10	9606.ENSP00000497931	9606.ENSP00000265403	0	0	0	0	0.123	0	0	0.381	0.434
ABCB11	ALDH8A1	9606.ENSP00000497931	9606.ENSP00000265605	0	0	0	0	0.129	0.063	0	0.079	0.183
